filepath,testclass,testname,line number,assert string
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_request_less_rendering,50,"assert rv == ""Hello Special World 42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_standard_context,68,"assert rv.data.split() == [b""42"", b""23"", b""False"", b""aha""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_escaping,81,assert lines == [
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_no_escaping,101,assert lines == [
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_escaping_without_template_filename,114,"assert flask.render_template_string(""{{ foo }}"", foo=""<test>"") == ""&lt;test&gt;"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_escaping_without_template_filename,115,"assert flask.render_template(""mail.txt"", foo=""<test>"") == ""<test> Mail"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_macros,120,"assert macro(""World"") == ""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter,128,"assert ""my_reverse"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter,129,"assert app.jinja_env.filters[""my_reverse""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter,130,"assert app.jinja_env.filters[""my_reverse""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter,138,"assert ""my_reverse"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter,139,"assert app.jinja_env.filters[""my_reverse""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter,140,"assert app.jinja_env.filters[""my_reverse""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter_with_name,148,"assert ""strrev"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter_with_name,149,"assert app.jinja_env.filters[""strrev""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter_with_name,150,"assert app.jinja_env.filters[""strrev""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter_with_name,158,"assert ""strrev"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter_with_name,159,"assert app.jinja_env.filters[""strrev""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter_with_name,160,"assert app.jinja_env.filters[""strrev""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter_with_template,173,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter_with_template,187,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_filter_with_name_and_template,200,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_filter_with_name_and_template,214,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test,222,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test,223,"assert app.jinja_env.tests[""boolean""] == boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test,224,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test,232,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test,233,"assert app.jinja_env.tests[""boolean""] == boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test,234,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test_with_name,242,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test_with_name,243,"assert app.jinja_env.tests[""boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test_with_name,244,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test_with_name,252,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test_with_name,253,"assert app.jinja_env.tests[""boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test_with_name,254,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test_with_template,267,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test_with_template,281,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_test_with_name_and_template,294,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_test_with_name_and_template,308,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_global,316,"assert ""get_stuff"" in app.jinja_env.globals.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_global,317,"assert app.jinja_env.globals[""get_stuff""] == get_stuff"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_global,318,"assert app.jinja_env.globals[""get_stuff""](), 42"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_add_template_global,321,"assert rv == ""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_custom_template_loader,339,"assert rv.data == b""Hello Custom World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_iterable_loader,359,"assert rv.data == b""<h1>Jameson</h1>"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,364,assert app.debug is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,365,"assert app.config[""TEMPLATES_AUTO_RELOAD""] is None"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,366,assert app.jinja_env.auto_reload is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,370,assert app.debug is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,371,assert app.jinja_env.auto_reload is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,375,assert app.debug is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,376,assert app.jinja_env.auto_reload is True
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,380,"assert app.config[""TEMPLATES_AUTO_RELOAD""] is None"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,381,assert app.jinja_env.auto_reload is True
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,386,assert app.jinja_env.auto_reload is False
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload,391,assert app.jinja_env.auto_reload is True
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload_debug_run,401,assert not app.jinja_env.auto_reload
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_templates_auto_reload_debug_run,404,assert app.jinja_env.auto_reload
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_loader_debugging,438,"assert ""missing_template.html"" in str(excinfo.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_template_loader_debugging,440,assert len(called) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_templating.py,,test_custom_jinja_env,451,"assert isinstance(app.jinja_env, CustomEnvironment)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_defaults_from_config,24,"assert ctx.request.url == ""http://example.com:1234/foo/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_defaults_from_config,27,"assert rv.data == b""http://example.com:1234/foo/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_defaults,36,"assert ctx.request.url == ""http://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_defaults,39,"assert rv.data == b""http://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_base_default,51,"assert flask.g.remote_addr == ""127.0.0.1"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_base_default,52,assert flask.g.user_agent == (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_base_modified,69,"assert flask.g.remote_addr == ""192.168.0.22"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environ_base_modified,70,"assert flask.g.user_agent == ""Foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_client_open_environ,82,"assert rv.data == b""127.0.0.1"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_client_open_environ,87,"assert rv.data == b""127.0.0.2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_specify_url_scheme,96,"assert ctx.request.url == ""https://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_specify_url_scheme,99,"assert rv.data == b""https://localhost/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_path_is_url,104,"assert eb.url_scheme == ""https"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_path_is_url,105,"assert eb.host == ""example.com"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_path_is_url,106,"assert eb.script_root == """""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_path_is_url,107,"assert eb.path == ""/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_environbuilder_json_dumps,114,"assert eb.input_stream.read().decode(""utf8"") == '""\u20ac""'"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_blueprint_with_subdomain,132,"assert ctx.request.url == ""http://xxx.example.com:1234/foo/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_blueprint_with_subdomain,135,assert ctx.request.blueprint == bp.name
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_blueprint_with_subdomain,138,"assert rv.data == b""http://xxx.example.com:1234/foo/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,155,"assert rv.data == b""<missing>"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,158,"assert rv.data == b""index"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,159,"assert flask.session.get(""data"") == ""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,162,"assert rv.data == b""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,163,"assert flask.session.get(""data"") == ""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_redirect_keep_session,166,"assert rv.data == b""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions,176,assert len(sess) == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions,178,assert len(sess) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions,180,"assert rv.data == b""[42]"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions,182,assert len(sess) == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions,183,"assert sess[""foo""] == [42]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions_no_null_sessions,193,"assert ""Session backend did not open a session"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions_keep_context,199,assert req is not None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_session_transactions_keep_context,201,assert req is flask.request._get_current_object()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,226,assert flask.g.value == 42
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,227,"assert resp.data == b""Hello World!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,228,assert resp.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,232,"assert not hasattr(flask.g, ""value"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,233,"assert b""Internal Server Error"" in resp.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_test_client_context_binding,234,assert resp.status_code == 500
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_reuse_client,245,"assert client.get(""/"").status_code == 404"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_reuse_client,248,"assert client.get(""/"").status_code == 404"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_full_url_request,258,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_full_url_request,259,"assert ""gin"" in flask.request.form"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_full_url_request,260,"assert ""vodka"" in flask.request.args"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_json_request_and_response,273,assert flask.request.is_json
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_json_request_and_response,274,assert flask.request.get_json() == json_data
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_json_request_and_response,277,assert rv.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_json_request_and_response,278,assert rv.is_json
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_json_request_and_response,279,assert rv.get_json() == json_data
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_client_json_no_app_context,298,"assert rv.get_data(as_text=True) == ""Hello, Flask!"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_client_json_no_app_context,299,assert ns.count == 1
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_subdomain,317,assert 200 == response.status_code
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_subdomain,318,"assert b""xxx"" == response.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_nosubdomain,334,assert 200 == response.status_code
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_nosubdomain,335,"assert b""xxx"" == response.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_cli_runner_class,340,"assert isinstance(runner, FlaskCliRunner)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_cli_runner_class,347,"assert isinstance(runner, SubRunner)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_cli_invoke,358,"assert ""Hello"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_cli_invoke,361,"assert ""Hello"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_cli_custom_obj,379,assert NS.called
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_testing.py,,test_client_pop_all_preserved,396,assert _cv_request.get(None) is req_ctx
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,22,"assert ""CustomException() is an instance, not a class."" in str(exc_info.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,27,"assert ""'list' is not a subclass of Exception."" in str(exc_info.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,41,"assert ""Use a subclass of HTTPException"" in str(exc_info.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,56,"assert client.get(""/custom"").data == b""custom"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,57,"assert client.get(""/keyerror"").data == b""wrapped KeyError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_no_match,58,"assert client.get(""/abort"").data == b""direct"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_subclass,95,"assert c.get(""/parent"").data == b""parent"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_subclass,96,"assert c.get(""/child-unregistered"").data == b""parent"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_subclass,97,"assert c.get(""/child-registered"").data == b""child-registered"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_http_subclass,131,"assert c.get(""/forbidden"").data == b""forbidden"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_http_subclass,132,"assert c.get(""/forbidden-unregistered"").data == b""forbidden"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_http_subclass,133,"assert c.get(""/forbidden-registered"").data == b""forbidden-registered"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_blueprint,159,"assert c.get(""/error"").data == b""app-error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_error_handler_blueprint,160,"assert c.get(""/bp/error"").data == b""bp-error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_default_error_handler,209,"assert c.get(""/bp/undefined"").data == b""bp-default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_default_error_handler,210,"assert c.get(""/bp/forbidden"").data == b""bp-forbidden"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_default_error_handler,211,"assert c.get(""/undefined"").data == b""default"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_default_error_handler,212,"assert c.get(""/forbidden"").data == b""forbidden"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,,test_default_error_handler,214,"assert c.get(""/slash"", follow_redirects=True).data == b""slash"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_class_or_code,264,"assert client.get(""/custom"").data == b""wrapped Custom"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_class_or_code,265,"assert client.get(""/error"").data == b""wrapped KeyError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_class_or_code,266,"assert client.get(""/abort"").data == b""direct InternalServerError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_class_or_code,267,"assert client.get(""/raise"").data == b""direct InternalServerError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic_http,279,"assert client.get(""/error"").data == b""500"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic_http,280,"assert client.get(""/abort"").data == b""500"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic_http,281,"assert client.get(""/not-found"").data == b""404"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic,292,"assert client.get(""/custom"").data == b""direct Custom"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic,293,"assert client.get(""/error"").data == b""direct KeyError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic,294,"assert client.get(""/abort"").data == b""direct InternalServerError"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_user_error_handler.py,TestGenericHandlers,test_handle_generic,295,"assert client.get(""/not-found"").data == b""direct NotFound"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,common_test,10,"assert c.get(""/"").data == b""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,common_test,11,"assert c.post(""/"").data == b""POST"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,common_test,12,"assert c.put(""/"").status_code == 405"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,common_test,14,"assert sorted(meths) == [""GET"", ""HEAD"", ""OPTIONS"", ""POST""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_inheritance,77,"assert sorted(meths) == [""DELETE"", ""GET"", ""HEAD"", ""OPTIONS"", ""POST""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_decorators,97,"assert rv.headers[""X-Parachute""] == ""awesome"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_decorators,98,"assert rv.data == b""Awesome"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_provide_automatic_options_attr,113,assert rv.status_code == 405
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_provide_automatic_options_attr,127,"assert sorted(rv.allow) == [""OPTIONS""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_view_provide_automatic_options_attr,138,"assert ""OPTIONS"" in rv.allow"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_implicit_head,148,"assert rv.data == b""Blub"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_implicit_head,149,"assert rv.headers[""X-Method""] == ""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_implicit_head,151,"assert rv.data == b"""""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_implicit_head,152,"assert rv.headers[""X-Method""] == ""HEAD"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_explicit_head,165,"assert rv.data == b""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_explicit_head,167,"assert rv.data == b"""""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_explicit_head,168,"assert rv.headers[""X-Method""] == ""HEAD"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_methods_var_inheritance,202,"assert client.get(""/"").data == b""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_methods_var_inheritance,203,"assert client.open(""/"", method=""PROPFIND"").data == b""PROPFIND"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_methods_var_inheritance,204,"assert ChildView.methods == {""PROPFIND"", ""GET""}"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_multiple_inheritance,221,"assert client.get(""/"").data == b""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_multiple_inheritance,222,"assert client.delete(""/"").data == b""DELETE"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_multiple_inheritance,223,"assert sorted(GetDeleteView.methods) == [""DELETE"", ""GET""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_remove_method_from_parent,240,"assert client.get(""/"").data == b""GET"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_views.py,,test_remove_method_from_parent,241,"assert client.post(""/"").status_code == 405"
